ano_pesquisa,genero,uf,regiao,cargo,senioridade,faixa_salarial,usa_ia,lang__SQL,lang__R,lang__Python,lang__C/C++/C#,lang__.NET,lang__Java,lang__Julia,lang__SAS/Stata,lang__Visual Basic/VBA,lang__Scala,lang__Matlab,lang__Rust,lang__PHP,lang__JavaScript,lang__DAX,genero_padrao,usa_ia_padrao
2024,Masculino,BA,Nordeste,,,de R$ 12.001/mês a R$ 16.000/mês,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Não respondeu
2024,Masculino,SP,Sudeste,,,de R$ 20.001/mês a R$ 25.000/mês,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Não respondeu
2024,Masculino,MG,Sudeste,,,de R$ 2.001/mês a R$ 3.000/mês,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Não respondeu
2024,Masculino,SP,Sudeste,,,de R$ 25.001/mês a R$ 30.000/mês,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Não respondeu
2024,Masculino,RJ,Sudeste,Cientista de Dados/Data Scientist,Sênior,de R$ 8.001/mês a R$ 12.000/mês,"Utilizo soluções no estilo ""Copilot"" (exemplo: Github Copilot, Amazon CodeWhisperer ou ChatGPT Plus) para ter mais produtividade no dia a dia., Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.",1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Masculino,Usa - copilot/código
2024,Masculino,SP,Sudeste,,,de R$ 20.001/mês a R$ 25.000/mês,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Não respondeu
2024,Masculino,MG,Sudeste,,,de R$ 12.001/mês a R$ 16.000/mês,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Não respondeu
2024,Masculino,SP,Sudeste,,,de R$ 6.001/mês a R$ 8.000/mês,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Não respondeu
2024,Masculino,SP,Sudeste,Engenheiro de Dados/Data Engineer/Data Architect,Sênior,Acima de R$ 40.001/mês,"Utilizo soluções pagas de AI Generativa (como por exemplo ChatGPT plus, MidJourney etc) e a empresa em que trabalho paga pela solução., Utilizo soluções no estilo ""Copilot"" (exemplo: Github Copilot, Amazon CodeWhisperer ou ChatGPT Plus) para ter mais produtividade no dia a dia.",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Usa - empresa paga
2024,Masculino,MG,Sudeste,,,de R$ 25.001/mês a R$ 30.000/mês,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Não respondeu
2024,Masculino,RS,Sul,Engenheiro de Dados/Data Engineer/Data Architect,Sênior,de R$ 12.001/mês a R$ 16.000/mês,Não utilizo nenhum tipo de solução de IA Generativa para melhorar a produtividade no dia a dia.,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Não usa IA
2024,Masculino,SP,Sudeste,,,de R$ 25.001/mês a R$ 30.000/mês,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Não respondeu
2024,Masculino,SP,Sudeste,,,de R$ 12.001/mês a R$ 16.000/mês,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Não respondeu
2024,Masculino,SP,Sudeste,Analista de Dados/Data Analyst,Sênior,de R$ 8.001/mês a R$ 12.000/mês,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Usa - versão gratuita
2024,Masculino,PR,Sul,Cientista de Dados/Data Scientist,Sênior,de R$ 25.001/mês a R$ 30.000/mês,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Usa - versão gratuita
2024,Masculino,SC,Sul,Outra Opção,Sênior,de R$ 4.001/mês a R$ 6.000/mês,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Não respondeu
2024,Masculino,RJ,Sudeste,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Não respondeu
2024,Masculino,SP,Sudeste,Analista de BI/BI Analyst,Júnior,de R$ 1.001/mês a R$ 2.000/mês,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Não respondeu
2024,Masculino,RS,Sul,Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO),Sênior,de R$ 12.001/mês a R$ 16.000/mês,"Utilizo soluções no estilo ""Copilot"" (exemplo: Github Copilot, Amazon CodeWhisperer ou ChatGPT Plus) para ter mais produtividade no dia a dia.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Usa - copilot/código
2024,Feminino,ES,Sudeste,,,de R$ 8.001/mês a R$ 12.000/mês,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feminino,Não respondeu
2024,Feminino,SP,Sudeste,,,de R$ 30.001/mês a R$ 40.000/mês,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feminino,Não respondeu
2024,Masculino,MG,Sudeste,,,de R$ 25.001/mês a R$ 30.000/mês,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Não respondeu
2024,Masculino,DF,Centro-oeste,Estatístico,Sênior,de R$ 8.001/mês a R$ 12.000/mês,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.",0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Usa - versão gratuita
2024,Masculino,SP,Sudeste,Cientista de Dados/Data Scientist,Sênior,de R$ 16.001/mês a R$ 20.000/mês,"Utilizo soluções pagas de AI Generativa (como por exemplo ChatGPT plus, MidJourney etc) e pago do meu próprio bolso.",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Usa - paga do bolso
2024,Masculino,SP,Sudeste,Engenheiro de Dados/Data Engineer/Data Architect,Sênior,de R$ 20.001/mês a R$ 25.000/mês,Não utilizo nenhum tipo de solução de IA Generativa para melhorar a produtividade no dia a dia.,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Não usa IA
2024,Masculino,,,,,de R$ 12.001/mês a R$ 16.000/mês,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Não respondeu
2024,Masculino,RJ,Sudeste,Outra Opção,Sênior,de R$ 16.001/mês a R$ 20.000/mês,"Utilizo soluções pagas de AI Generativa (como por exemplo ChatGPT plus, MidJourney etc) e pago do meu próprio bolso.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Masculino,Usa - paga do bolso
2024,Masculino,GO,Centro-oeste,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Não respondeu
2024,Masculino,SP,Sudeste,Analista de Suporte/Analista Técnico,Pleno,de R$ 2.001/mês a R$ 3.000/mês,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Usa - versão gratuita
2024,Masculino,CE,Nordeste,Engenheiro de Dados/Data Engineer/Data Architect,Sênior,de R$ 12.001/mês a R$ 16.000/mês,"Utilizo soluções pagas de AI Generativa (como por exemplo ChatGPT plus, MidJourney etc) e a empresa em que trabalho paga pela solução.",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Usa - empresa paga
2024,Masculino,DF,Centro-oeste,Arquiteto de Dados/Data Architect,Sênior,de R$ 12.001/mês a R$ 16.000/mês,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Usa - versão gratuita
2024,Masculino,SP,Sudeste,Analista de Dados/Data Analyst,Pleno,de R$ 6.001/mês a R$ 8.000/mês,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.",1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Masculino,Usa - versão gratuita
2024,Feminino,PE,Nordeste,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feminino,Não respondeu
2024,Masculino,SP,Sudeste,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,Sênior,de R$ 16.001/mês a R$ 20.000/mês,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Não respondeu
2024,Masculino,RJ,Sudeste,,,de R$ 12.001/mês a R$ 16.000/mês,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Não respondeu
2024,Feminino,RJ,Sudeste,,,de R$ 12.001/mês a R$ 16.000/mês,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feminino,Não respondeu
2024,Masculino,RS,Sul,,,de R$ 6.001/mês a R$ 8.000/mês,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Não respondeu
2024,Masculino,DF,Centro-oeste,Arquiteto de Dados/Data Architect,Sênior,de R$ 12.001/mês a R$ 16.000/mês,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Usa - versão gratuita
2024,Masculino,RJ,Sudeste,Analytics Engineer,Sênior,de R$ 16.001/mês a R$ 20.000/mês,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Usa - versão gratuita
2024,Masculino,MG,Sudeste,Engenheiro de Dados/Data Engineer/Data Architect,Sênior,de R$ 25.001/mês a R$ 30.000/mês,Não utilizo nenhum tipo de solução de IA Generativa para melhorar a produtividade no dia a dia.,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Masculino,Não usa IA
2024,Masculino,SP,Sudeste,,,de R$ 20.001/mês a R$ 25.000/mês,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Não respondeu
2024,Masculino,RJ,Sudeste,Outra Opção,Júnior,de R$ 6.001/mês a R$ 8.000/mês,"Utilizo soluções no estilo ""Copilot"" (exemplo: Github Copilot, Amazon CodeWhisperer ou ChatGPT Plus) para ter mais produtividade no dia a dia.",1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Masculino,Usa - copilot/código
2024,Feminino,RJ,Sudeste,Analista de Negócios/Business Analyst,Sênior,de R$ 30.001/mês a R$ 40.000/mês,"Utilizo soluções pagas de AI Generativa (como por exemplo ChatGPT plus, MidJourney etc) e a empresa em que trabalho paga pela solução.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feminino,Usa - empresa paga
2024,Feminino,MG,Sudeste,Cientista de Dados/Data Scientist,Pleno,de R$ 3.001/mês a R$ 4.000/mês,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feminino,Usa - versão gratuita
2024,Masculino,SP,Sudeste,,,de R$ 6.001/mês a R$ 8.000/mês,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Não respondeu
2024,Masculino,MG,Sudeste,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Não respondeu
2024,Masculino,SC,Sul,,,de R$ 12.001/mês a R$ 16.000/mês,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Não respondeu
2024,Feminino,RS,Sul,,,de R$ 8.001/mês a R$ 12.000/mês,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feminino,Não respondeu
2024,Masculino,SP,Sudeste,Analista de BI/BI Analyst,Sênior,de R$ 12.001/mês a R$ 16.000/mês,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia., Utilizo soluções no estilo ""Copilot"" (exemplo: Github Copilot, Amazon CodeWhisperer ou ChatGPT Plus) para ter mais produtividade no dia a dia.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Usa - copilot/código
2024,Masculino,SP,Sudeste,,,de R$ 16.001/mês a R$ 20.000/mês,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Não respondeu
2024,Masculino,BA,Nordeste,,,de R$ 25.001/mês a R$ 30.000/mês,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Não respondeu
2024,Masculino,SP,Sudeste,Outra Opção,Sênior,Acima de R$ 40.001/mês,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Usa - versão gratuita
2024,Masculino,SC,Sul,Analista de BI/BI Analyst,Sênior,de R$ 12.001/mês a R$ 16.000/mês,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Usa - versão gratuita
2024,Masculino,MG,Sudeste,Cientista de Dados/Data Scientist,Pleno,de R$ 8.001/mês a R$ 12.000/mês,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Usa - versão gratuita
2024,Feminino,SC,Sul,,,de R$ 12.001/mês a R$ 16.000/mês,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feminino,Não respondeu
2024,Feminino,SP,Sudeste,Outra Opção,Júnior,de R$ 1.001/mês a R$ 2.000/mês,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feminino,Usa - versão gratuita
2024,Masculino,SC,Sul,Outras Engenharias (não inclui dev),Sênior,de R$ 12.001/mês a R$ 16.000/mês,"Utilizo soluções no estilo ""Copilot"" (exemplo: Github Copilot, Amazon CodeWhisperer ou ChatGPT Plus) para ter mais produtividade no dia a dia.",1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Masculino,Usa - copilot/código
2024,Feminino,BA,Nordeste,Analista de Suporte/Analista Técnico,Sênior,de R$ 4.001/mês a R$ 6.000/mês,"Utilizo soluções no estilo ""Copilot"" (exemplo: Github Copilot, Amazon CodeWhisperer ou ChatGPT Plus) para ter mais produtividade no dia a dia.",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feminino,Usa - copilot/código
2024,Feminino,RJ,Sudeste,Analista de Suporte/Analista Técnico,Sênior,de R$ 8.001/mês a R$ 12.000/mês,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feminino,Usa - versão gratuita
2024,Masculino,,,Outra Opção,Sênior,de R$ 25.001/mês a R$ 30.000/mês,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Não respondeu
2024,Masculino,RJ,Sudeste,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,Pleno,de R$ 8.001/mês a R$ 12.000/mês,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Masculino,Usa - versão gratuita
2024,Masculino,SP,Sudeste,Engenheiro de Dados/Data Engineer/Data Architect,Pleno,de R$ 12.001/mês a R$ 16.000/mês,Não utilizo nenhum tipo de solução de IA Generativa para melhorar a produtividade no dia a dia.,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Masculino,Não usa IA
2024,Masculino,SP,Sudeste,,,de R$ 12.001/mês a R$ 16.000/mês,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Não respondeu
2024,Masculino,SP,Sudeste,Outra Opção,Júnior,de R$ 6.001/mês a R$ 8.000/mês,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Usa - versão gratuita
2024,Feminino,SP,Sudeste,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feminino,Não respondeu
2024,Masculino,,,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,Sênior,de R$ 6.001/mês a R$ 8.000/mês,"Utilizo soluções no estilo ""Copilot"" (exemplo: Github Copilot, Amazon CodeWhisperer ou ChatGPT Plus) para ter mais produtividade no dia a dia., Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Usa - copilot/código
2024,Masculino,SP,Sudeste,,,Acima de R$ 40.001/mês,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Não respondeu
2024,Feminino,SP,Sudeste,,,de R$ 6.001/mês a R$ 8.000/mês,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feminino,Não respondeu
2024,Masculino,SC,Sul,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,Sênior,de R$ 12.001/mês a R$ 16.000/mês,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia., Utilizo soluções no estilo ""Copilot"" (exemplo: Github Copilot, Amazon CodeWhisperer ou ChatGPT Plus) para ter mais produtividade no dia a dia.",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Usa - copilot/código
2024,Feminino,RJ,Sudeste,,,de R$ 30.001/mês a R$ 40.000/mês,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feminino,Não respondeu
2024,Masculino,SP,Sudeste,Analista de Dados/Data Analyst,Sênior,de R$ 8.001/mês a R$ 12.000/mês,"Utilizo soluções pagas de AI Generativa (como por exemplo ChatGPT plus, MidJourney etc) e a empresa em que trabalho paga pela solução., Utilizo soluções no estilo ""Copilot"" (exemplo: Github Copilot, Amazon CodeWhisperer ou ChatGPT Plus) para ter mais produtividade no dia a dia.",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Usa - empresa paga
2024,Masculino,RS,Sul,,,de R$ 3.001/mês a R$ 4.000/mês,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Não respondeu
2024,Feminino,SP,Sudeste,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feminino,Não respondeu
2024,Masculino,DF,Centro-oeste,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Não respondeu
2024,Masculino,RS,Sul,Analista de Suporte/Analista Técnico,Sênior,de R$ 6.001/mês a R$ 8.000/mês,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Usa - versão gratuita
2024,Feminino,SP,Sudeste,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feminino,Não respondeu
2024,Feminino,RS,Sul,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feminino,Não respondeu
2024,Feminino,SP,Sudeste,,,de R$ 12.001/mês a R$ 16.000/mês,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feminino,Não respondeu
2024,Feminino,RJ,Sudeste,,,de R$ 30.001/mês a R$ 40.000/mês,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feminino,Não respondeu
2024,Masculino,SP,Sudeste,,,de R$ 30.001/mês a R$ 40.000/mês,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Não respondeu
2024,Masculino,RS,Sul,,,de R$ 6.001/mês a R$ 8.000/mês,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Não respondeu
2024,Masculino,SP,Sudeste,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Não respondeu
2024,Masculino,PR,Sul,Analista de BI/BI Analyst,Sênior,de R$ 8.001/mês a R$ 12.000/mês,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Usa - versão gratuita
2024,Masculino,RS,Sul,,,de R$ 8.001/mês a R$ 12.000/mês,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Não respondeu
2024,Masculino,SP,Sudeste,Analista de Dados/Data Analyst,Sênior,de R$ 16.001/mês a R$ 20.000/mês,Não utilizo nenhum tipo de solução de IA Generativa para melhorar a produtividade no dia a dia.,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Não usa IA
2024,Masculino,SP,Sudeste,Analista de Dados/Data Analyst,Júnior,de R$ 4.001/mês a R$ 6.000/mês,Não utilizo nenhum tipo de solução de IA Generativa para melhorar a produtividade no dia a dia.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Não usa IA
2024,Masculino,MG,Sudeste,Analista de BI/BI Analyst,Sênior,de R$ 20.001/mês a R$ 25.000/mês,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia., Utilizo soluções no estilo ""Copilot"" (exemplo: Github Copilot, Amazon CodeWhisperer ou ChatGPT Plus) para ter mais produtividade no dia a dia.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Usa - copilot/código
2024,Masculino,RJ,Sudeste,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Não respondeu
2024,Masculino,SP,Sudeste,Analista de Dados/Data Analyst,Júnior,de R$ 6.001/mês a R$ 8.000/mês,"Utilizo soluções pagas de AI Generativa (como por exemplo ChatGPT plus, MidJourney etc) e a empresa em que trabalho paga pela solução.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Usa - empresa paga
2024,Masculino,SP,Sudeste,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Não respondeu
2024,Masculino,MG,Sudeste,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Não respondeu
